STATION ID,TIME,AVAILABLE BIKES,BIKE STANDS
2,01-01-2020 20:05,18,20
2,01-01-2020 20:10,18,20
2,01-01-2020 20:15,19,20
2,01-01-2020 20:20,19,20
3,01-01-2020 06:25,19,20
3,01-01-2020 06:30,19,20
3,01-01-2020 06:35,19,20
3,01-01-2020 06:40,19,20
3,01-01-2020 06:45,19,20
3,01-01-2020 06:50,19,20
3,01-01-2020 06:55,19,20
3,01-01-2020 07:00,20,20
3,01-01-2020 07:05,20,20
3,01-01-2020 07:10,20,20
3,01-01-2020 07:15,20,20
3,01-01-2020 07:20,20,20
3,01-01-2020 07:25,20,20
3,01-01-2020 07:30,20,20
3,01-01-2020 07:35,20,20
3,01-01-2020 07:40,20,20
3,01-01-2020 07:45,20,20
3,01-01-2020 07:50,20,20
3,01-01-2020 07:55,20,20
3,01-01-2020 08:00,20,20
3,01-01-2020 08:05,20,20
3,01-01-2020 08:10,20,40
3,01-01-2020 08:15,20,20
3,01-01-2020 08:20,20,20
3,01-01-2020 08:25,19,20
3,01-01-2020 08:30,19,40
3,01-01-2020 08:35,19,20
3,01-01-2020 08:40,19,20
3,01-01-2020 08:45,19,20
3,01-01-2020 08:50,19,20
3,01-01-2020 08:55,19,20
3,,19,
3,,19,
3,,19,
3,,19,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,19,
3,,18,
3,,18,
3,,18,
3,,18,
3,,19,
3,,19,
3,,20,
3,,20,
3,,20,
3,,20,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,18,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,18,
3,,18,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,19,
3,,19,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,20,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,20,
3,,19,
3,,19,
3,,19,
3,,18,
3,,18,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,19,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,15,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,14,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
3,,13,
4,,13,
4,,13,
4,,13,
4,,12,
4,,12,
4,,11,
4,,11,
4,,11,
4,,11,
4,,11,
4,,11,
4,,11,
4,,11,
4,,12,
4,,12,
4,,12,
4,,12,
4,,12,
4,,12,
4,,12,
4,,13,
4,,13,
4,,13,
4,,13,
4,,15,
4,,15,
4,,15,
4,,15,
4,,15,
4,,15,
4,,15,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,19,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,17,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,18,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,16,
4,,16,
4,,16,
4,,16,
4,,16,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,17,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
4,,,
